Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,401
Base Time Seconds,1522196111
Base Time Fractional,.233272980
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
294,-5.628422172776e-09,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.6999699473381,Volt DC,10,T,2W,F,F,03/28/2018,00:15:31,.862970980
295,-1.398739613023e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.6001139283180,Volt DC,10,T,2W,F,F,03/28/2018,00:15:31,.933383640
296,-2.234636298226e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.4998379647732,Volt DC,10,T,2W,F,F,03/28/2018,00:15:32,.003815520
297,-2.582925162642e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.3999542295933,Volt DC,10,T,2W,F,F,03/28/2018,00:15:32,.074239060
298,-3.27950715473e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.2997832298279,Volt DC,10,T,2W,F,F,03/28/2018,00:15:32,.144663480
299,-3.76711568606e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1999547928572,Volt DC,10,T,2W,F,F,03/28/2018,00:15:32,.215071100
300,-4.394041042133e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,0.1000752002001,Volt DC,10,T,2W,F,F,03/28/2018,00:15:32,.285495600
301,-4.951299814593e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0001414308208,Volt DC,10,T,2W,F,F,03/28/2018,00:15:32,.355933820
302,-6.135484653669e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0998216867447,Volt DC,10,T,2W,F,F,03/28/2018,00:15:32,.426673920
303,-6.62309602717e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.1997119784355,Volt DC,10,T,2W,F,F,03/28/2018,00:15:32,.497090040
304,-7.598311668744e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.2998757660389,Volt DC,10,T,2W,F,F,03/28/2018,00:15:32,.567519640
305,-7.946601243702e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.3997231423855,Volt DC,10,T,2W,F,F,03/28/2018,00:15:32,.637962440
306,-8.921811200935e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.4995843172073,Volt DC,10,T,2W,F,F,03/28/2018,00:15:32,.708390920
307,-9.548733004294e-08,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.5998861789703,Volt DC,10,T,2W,F,F,03/28/2018,00:15:32,.778804640
308,-1.010598893458e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.6997484564781,Volt DC,10,T,2W,F,F,03/28/2018,00:15:32,.849226420
309,-1.073292636988e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.7999389767647,Volt DC,10,T,2W,F,F,03/28/2018,00:15:32,.919666240
310,-1.149916286636e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.8997683525085,Volt DC,10,T,2W,F,F,03/28/2018,00:15:32,.990070460
311,-1.212607969592e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.9996528625488,Volt DC,10,T,2W,F,F,03/28/2018,00:15:33,.060485720
312,-1.303164083311e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.0998569726944,Volt DC,10,T,2W,F,F,03/28/2018,00:15:33,.130884820
313,-1.365855553104e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.1997535228729,Volt DC,10,T,2W,F,F,03/28/2018,00:15:33,.201311400
314,-1.470343420351e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.2999771833420,Volt DC,10,T,2W,F,F,03/28/2018,00:15:33,.271742000
315,-1.512138112503e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.3998492956161,Volt DC,10,T,2W,F,F,03/28/2018,00:15:33,.342145280
316,-1.540001903777e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.4996708631516,Volt DC,10,T,2W,F,F,03/28/2018,00:15:33,.412559180
317,-1.630557733279e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.5999039411545,Volt DC,10,T,2W,F,F,03/28/2018,00:15:33,.482955880
318,-1.707181525035e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.6997693777084,Volt DC,10,T,2W,F,F,03/28/2018,00:15:33,.553389660
319,-1.748976217186e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.7999757528305,Volt DC,10,T,2W,F,F,03/28/2018,00:15:33,.623786400
320,-1.846495933933e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.8998911380768,Volt DC,10,T,2W,F,F,03/28/2018,00:15:33,.694199960
321,-1.902222948047e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-1.9997223615646,Volt DC,10,T,2W,F,F,03/28/2018,00:15:33,.764631920
322,-1.97188171569e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.0999414920807,Volt DC,10,T,2W,F,F,03/28/2018,00:15:33,.835053240
323,-2.041539630682e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.1997835636139,Volt DC,10,T,2W,F,F,03/28/2018,00:15:33,.905483020
324,-2.111198966759e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.3000421524048,Volt DC,10,T,2W,F,F,03/28/2018,00:15:33,.975891740
325,-2.173890152335e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.3999054431915,Volt DC,10,T,2W,F,F,03/28/2018,00:15:34,.046321020
326,-2.243548351544e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.4997763633728,Volt DC,10,T,2W,F,F,03/28/2018,00:15:34,.116747500
327,-2.285343896347e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.5999269485474,Volt DC,10,T,2W,F,F,03/28/2018,00:15:34,.187169880
328,-2.368934133301e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.6998121738434,Volt DC,10,T,2W,F,F,03/28/2018,00:15:34,.257605560
329,-2.466453850047e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.8000144958496,Volt DC,10,T,2W,F,F,03/28/2018,00:15:34,.328017140
330,-2.508247973765e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.8999111652374,Volt DC,10,T,2W,F,F,03/28/2018,00:15:34,.398453140
331,-2.591839347588e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-2.9997918605804,Volt DC,10,T,2W,F,F,03/28/2018,00:15:34,.468871300
332,-2.640599916504e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.0999872684479,Volt DC,10,T,2W,F,F,03/28/2018,00:15:34,.539295520
333,-2.682394892872e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.1998195648193,Volt DC,10,T,2W,F,F,03/28/2018,00:15:34,.609703480
334,-2.765984561393e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.3000538349152,Volt DC,10,T,2W,F,F,03/28/2018,00:15:34,.680121760
335,-2.863505699224e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.3999261856079,Volt DC,10,T,2W,F,F,03/28/2018,00:15:34,.750571060
336,-2.905301812461e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.4997968673706,Volt DC,10,T,2W,F,F,03/28/2018,00:15:34,.820968920
337,-3.002822950293e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.6000380516052,Volt DC,10,T,2W,F,F,03/28/2018,00:15:34,.891387400
338,-3.072480581068e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.6999094486237,Volt DC,10,T,2W,F,F,03/28/2018,00:15:34,.961779120
339,-3.100343519691e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.8000411987305,Volt DC,10,T,2W,F,F,03/28/2018,00:15:35,.032197800
340,-3.176968448315e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.8998954296112,Volt DC,10,T,2W,F,F,03/28/2018,00:15:35,.102615520
341,-3.253592808505e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-3.9997875690460,Volt DC,10,T,2W,F,F,03/28/2018,00:15:35,.173011940
342,-3.330215179176e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.1000022888184,Volt DC,10,T,2W,F,F,03/28/2018,00:15:35,.243423480
343,-3.39290750162e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.1998677253723,Volt DC,10,T,2W,F,F,03/28/2018,00:15:35,.313833940
344,-3.455600108282e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.3000416755676,Volt DC,10,T,2W,F,F,03/28/2018,00:15:35,.384248880
345,-3.539188924151e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.3999185562134,Volt DC,10,T,2W,F,F,03/28/2018,00:15:35,.454658460
346,-3.574019729058e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.4997801780701,Volt DC,10,T,2W,F,F,03/28/2018,00:15:35,.525070400
347,-3.657608829144e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.6000218391418,Volt DC,10,T,2W,F,F,03/28/2018,00:15:35,.595498600
348,-3.734231199815e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.6999135017395,Volt DC,10,T,2W,F,F,03/28/2018,00:15:35,.665917380
349,-3.77602844992e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.8001070022583,Volt DC,10,T,2W,F,F,03/28/2018,00:15:35,.736336080
350,-3.87355072462e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.8999295234680,Volt DC,10,T,2W,F,F,03/28/2018,00:15:35,.806752180
351,-3.922311577753e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-4.9998259544373,Volt DC,10,T,2W,F,F,03/28/2018,00:15:35,.877173420
352,-4.012865417735e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.1000118255615,Volt DC,10,T,2W,F,F,03/28/2018,00:15:35,.947614820
353,-4.061627407737e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.1998863220215,Volt DC,10,T,2W,F,F,03/28/2018,00:15:36,.018037080
354,-4.152182953021e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.3000874519348,Volt DC,10,T,2W,F,F,03/28/2018,00:15:36,.088460180
355,-4.22184115223e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.3999571800232,Volt DC,10,T,2W,F,F,03/28/2018,00:15:36,.158875460
356,-4.249704090853e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.4997763633728,Volt DC,10,T,2W,F,F,03/28/2018,00:15:36,.229299740
357,-4.326328451043e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.5999770164490,Volt DC,10,T,2W,F,F,03/28/2018,00:15:36,.299738200
358,-4.389019352402e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.6998710632324,Volt DC,10,T,2W,F,F,03/28/2018,00:15:36,.370152500
359,-4.486541058668e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.8000864982605,Volt DC,10,T,2W,F,F,03/28/2018,00:15:36,.440586840
360,-4.563166555727e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.8999533653259,Volt DC,10,T,2W,F,F,03/28/2018,00:15:36,.511010300
361,-4.625858593954e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-5.9998817443848,Volt DC,10,T,2W,F,F,03/28/2018,00:15:36,.581452740
362,-4.66765385454e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.1000089645386,Volt DC,10,T,2W,F,F,03/28/2018,00:15:36,.651861920
363,-4.765174992372e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.1998701095581,Volt DC,10,T,2W,F,F,03/28/2018,00:15:36,.722260340
364,-4.813936129722e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.3000922203064,Volt DC,10,T,2W,F,F,03/28/2018,00:15:36,.792684720
365,-4.925388452648e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.3999848365784,Volt DC,10,T,2W,F,F,03/28/2018,00:15:36,.863094660
366,-4.93931793244e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.4998354911804,Volt DC,10,T,2W,F,F,03/28/2018,00:15:36,.933501420
367,-5.043805799687e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.5999817848206,Volt DC,10,T,2W,F,F,03/28/2018,00:15:37,.003899860
368,-5.092567789688e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.6998438835144,Volt DC,10,T,2W,F,F,03/28/2018,00:15:37,.074300160
369,-5.141330348124e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.8000421524048,Volt DC,10,T,2W,F,F,03/28/2018,00:15:37,.144735500
370,-5.252781534182e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.8999280929565,Volt DC,10,T,2W,F,F,03/28/2018,00:15:37,.215144040
371,-5.315476983014e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-6.9998135566711,Volt DC,10,T,2W,F,F,03/28/2018,00:15:37,.285571620
372,-5.392097932599e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.1000027656555,Volt DC,10,T,2W,F,F,03/28/2018,00:15:37,.355972900
373,-5.454791676129e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.1998238563538,Volt DC,10,T,2W,F,F,03/28/2018,00:15:37,.426391460
374,-5.531414899451e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.3000235557556,Volt DC,10,T,2W,F,F,03/28/2018,00:15:37,.496816460
375,-5.559276701206e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.3999161720276,Volt DC,10,T,2W,F,F,03/28/2018,00:15:37,.567227800
376,-5.628937742586e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.4998202323914,Volt DC,10,T,2W,F,F,03/28/2018,00:15:37,.637649260
377,-5.747356794927e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.6000256538391,Volt DC,10,T,2W,F,F,03/28/2018,00:15:37,.708061980
378,-5.810049401589e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.6998848915100,Volt DC,10,T,2W,F,F,03/28/2018,00:15:37,.778486360
379,-5.858809686288e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.8000578880310,Volt DC,10,T,2W,F,F,03/28/2018,00:15:37,.848926380
380,-5.907571676289e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.8999013900757,Volt DC,10,T,2W,F,F,03/28/2018,00:15:37,.919333760
381,-6.025989591762e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-7.9997901916504,Volt DC,10,T,2W,F,F,03/28/2018,00:15:37,.989771060
382,-6.10261224665e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.0999889373779,Volt DC,10,T,2W,F,F,03/28/2018,00:15:38,.060194620
383,-6.158339829199e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.1998491287231,Volt DC,10,T,2W,F,F,03/28/2018,00:15:38,.130620340
384,-6.207098408595e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.3000459671021,Volt DC,10,T,2W,F,F,03/28/2018,00:15:38,.201045880
385,-6.283724474088e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.3998842239380,Volt DC,10,T,2W,F,F,03/28/2018,00:15:38,.271463580
386,-6.346417080749e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.4997634887695,Volt DC,10,T,2W,F,F,03/28/2018,00:15:38,.341907960
387,-6.47180058877e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.5999574661255,Volt DC,10,T,2W,F,F,03/28/2018,00:15:38,.412330100
388,-6.478768455054e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.6998691558838,Volt DC,10,T,2W,F,F,03/28/2018,00:15:38,.482733500
389,-6.583252911696e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.8000755310059,Volt DC,10,T,2W,F,F,03/28/2018,00:15:38,.553130380
390,-6.652913384642e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.8999261856079,Volt DC,10,T,2W,F,F,03/28/2018,00:15:38,.623543660
391,-6.70863414598e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-8.9997529983521,Volt DC,10,T,2W,F,F,03/28/2018,00:15:38,.693971440
392,-6.799194238738e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.0999660491943,Volt DC,10,T,2W,F,F,03/28/2018,00:15:38,.764371780
393,-6.854922958155e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.1998548507690,Volt DC,10,T,2W,F,F,03/28/2018,00:15:38,.834777920
394,-6.959409688534e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.3000450134277,Volt DC,10,T,2W,F,F,03/28/2018,00:15:38,.905181360
395,-7.008170541667e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.3999080657959,Volt DC,10,T,2W,F,F,03/28/2018,00:15:38,.975596480
396,-7.091759357536e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.4997177124023,Volt DC,10,T,2W,F,F,03/28/2018,00:15:39,.046023280
397,-7.147486940084e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.5999250411987,Volt DC,10,T,2W,F,F,03/28/2018,00:15:39,.116437620
398,-7.279833198481e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.6997747421265,Volt DC,10,T,2W,F,F,03/28/2018,00:15:39,.186858420
399,-7.300732818294e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.8000364303589,Volt DC,10,T,2W,F,F,03/28/2018,00:15:39,.257280560
400,-7.356460400842e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.8998928070068,Volt DC,10,T,2W,F,F,03/28/2018,00:15:39,.327694180
401,-7.433081918862e-07,Amp DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-9.9997463226318,Volt DC,10,T,2W,F,F,03/28/2018,00:15:39,.398113620
